"通し
No",区分,分類,"分類別
No",名前,データのURL,"データ
形式",説明,公開ウェブページ,公表組織名,連絡先,更新頻度,対象地域
479,その他,その他,152,"建設業許可番号（国土交通省所管）
営業所情報（その３）","※リンク不可
http://www.mlit.go.jp/common/000191053.xls",xls,"競争参加資格審査、工事成績評定相互利用、CORINS（工事実績情報サービス）
※外部リンク不可のため,URLをブラウザへ直接入力する必要がある",http://www.mlit.go.jp/totikensangyo/const/sosei_const_tk3_000041.html,国土交通省,国土交通省土地・建設産業局,不定期,
480,その他,その他,153,建設工事競争入札参加資格登録番号（内閣府所管）,http://www.cao.go.jp/chotatsu/shikaku/meibo/2410meibo1.pdf,pdf,有資格者名簿,http://www.cao.go.jp/chotatsu/,内閣府,内閣府,不定期,
481,その他,その他,154,測量・建設ｺﾝｻﾙﾀﾝﾄ等業務競争入札参加資格登録番号（内閣府所管）,http://www.cao.go.jp/chotatsu/shikaku/meibo/2410meibo3.pdf,pdf,有資格者名簿,http://www.cao.go.jp/chotatsu/,内閣府,内閣府,不定期,
482,その他,その他,155,外務省固有コード,非公表,-,会計経理事務（予算支払事務）,非公表,外務省,外務省,不定期,
483,その他,その他,156,受付番号,非公表,-,電子入札申請事務（工事）,http://www.mofa.go.jp/mofaj/annai/shocho/chotatsu/shikaku.html,財務省,外務省,不定期,
484,その他,その他,157,銀行コード,非公表,-,金融機関から提出される決算状況表等の検査・監督業務（銀行業態）,http://www.fsa.go.jp/status/,金融庁,金融庁,不定期,
485,その他,その他,158,証券会社コード,非公表,-,金融機関から提出される決算状況表等の検査・監督業務（証券業態）,http://www.fsa.go.jp/status/,金融庁,金融庁,不定期,
486,その他,その他,159,保険コード,非公表,-,"金融機関から提出される決算状況表等の検査・監督業務（生保業態）、
金融機関から提出される決算状況表等の検査・監督業務（損保業態）",http://www.fsa.go.jp/status/,金融庁,金融庁,不定期,
487,その他,その他,160,地震コード,http://www.j-shis.bosai.go.jp/map/JSHIS2/data/DOC/DataFileRule/A-RULES.pdf,pdf,"調査・集計等の事務処理
（67ページ以降）",http://www.j-shis.bosai.go.jp/map/JSHIS2/download.html?lang=jp,文部科学省,防災科学技術研究所,不定期,
488,その他,その他,161,断層コード,http://www.j-shis.bosai.go.jp/map/JSHIS2/data/DOC/DataFileRule/A-RULES.pdf,pdf,"調査・集計等の事務処理
（69ページ以降）",http://www.j-shis.bosai.go.jp/map/JSHIS2/download.html?lang=jp,文部科学省,防災科学技術研究所,不定期,
489,その他,その他,162,微地形区分コード,http://www.j-shis.bosai.go.jp/api-sstruct-phys#more-3653,pdf,表層地盤物性値情報提供APIにて、微地形区分コードと微地形区分名称を提供,http://www.j-shis.bosai.go.jp/api-sstruct-phys#more-3653,文部科学省,防災科学技術研究所,不定期,
490,その他,その他,163,職員コード,非公表,-,人事・給与関係業務情報システムにて職員を一意に識別するためのコード,http://www.jinji.go.jp/top.htm,人事院,人事院,不定期,
491,その他,その他,164,事業所コード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/pdf/code_jigyou_h2605.pdf,pdf,農業農村整備事業の電子納品に係る業務・工事管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/sonota.html,農林水産省,農林水産省農村振興局整備部設計課施工企画調整室,不定期,
492,その他,その他,165,発注者機関コード及び発注者コード表,http://www.maff.go.jp/j/nousin/seko/kyu_youryou/pdf/code_hachu_kikan_h2310.pdf,pdf,農業農村整備事業の電子納品に係る業務・工事管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/sonota.html,農林水産省,農林水産省農村振興局整備部設計課施工企画調整室,不定期,
493,その他,その他,166,業務分野コード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/pdf/code_gyoumu_bunya__h2304.pdf,pdf,農業農村整備事業の電子納品に係る業務・工事管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/sonota.html,農林水産省,農林水産省農村振興局整備部設計課施工企画調整室,不定期,
494,その他,その他,167,業務管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/other/code_csv_h2004.lzh,lzh,農業農村整備事業の電子納品に係る業務・工事管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/sonota.html,農林水産省,農林水産省農村振興局整備部設計課施工企画調整室,不定期,
495,その他,その他,168,CORINS（Ver.6)に関連するコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/other/code_crins_h265.lzh,lzh,農業農村整備事業の電子納品に係る業務・工事管理項目のコード表,http://www.maff.go.jp/j/nousin/seko/nouhin_youryou/sonota.html,農林水産省,農林水産省農村振興局整備部設計課施工企画調整室,不定期,
496,その他,その他,169,日本版スチュワードシップ・コード,http://www.fsa.go.jp/news/25/sonota/20140610-1/list_01.pdf,pdf,投資と対話を通じて企業の持続的成長を促すために、本コードを受入れ表明した機関投資家のリストを公表,http://www.fsa.go.jp/news/25/sonota/20140610-1.html,金融庁,金融庁総務企画局企業開示課,不定期,
497,その他,その他,170,平成26年度官民協働海外留学支援制度学校コード表 ,http://mext.s3.amazonaws.com/2014/03/b28e50f2ba83151d1bdfa0d72a99ae90.pdf,pdf,平成26年度官民協働海外留学支援制度の応募用学校コード表,https://tobitate.jasso.go.jp/,文部科学省,文部科学省,不定期,
498,その他,その他,171,"薬価基準収載医薬品コード
（内服薬）",http://www.mhlw.go.jp/topics/2012/03/xls/tp140203-01_1.xls,xls,医療機関等で保険診療に用いられる医療用医薬品として官報に告示されている品目の分類コード,http://www.mhlw.go.jp/topics/2012/03/tp120305-01.html,厚生労働省,厚生労働省保険局医療課,不定期,
499,その他,その他,172,"薬価基準収載医薬品コード
（注射薬）",http://www.mhlw.go.jp/topics/2012/03/xls/tp140203-01_2.xls,xls,医療機関等で保険診療に用いられる医療用医薬品として官報に告示されている品目の分類コード,http://www.mhlw.go.jp/topics/2012/03/tp120305-01.html,厚生労働省,厚生労働省保険局医療課,不定期,
500,その他,その他,173,"薬価基準収載医薬品コード
（外用薬）",http://www.mhlw.go.jp/topics/2012/03/xls/tp140203-01_3.xls,xls,医療機関等で保険診療に用いられる医療用医薬品として官報に告示されている品目の分類コード,http://www.mhlw.go.jp/topics/2012/03/tp120305-01.html,厚生労働省,厚生労働省保険局医療課,不定期,
501,その他,その他,174,"薬価基準収載医薬品コード
（歯科用薬剤）",http://www.mhlw.go.jp/topics/2012/03/xls/tp120305-01_4.xls,xls,医療機関等で保険診療に用いられる医療用医薬品として官報に告示されている品目の分類コード,http://www.mhlw.go.jp/topics/2012/03/tp120305-01.html,厚生労働省,厚生労働省保険局医療課,不定期,
502,その他,その他,175,傷病名マスター,http://www.iryohoken.go.jp/shinryohoshu/downloadMenu/bFile,zip,レセプト電算処理で用いる傷病名マスター,http://www.iryohoken.go.jp/shinryohoshu/standardMenu/doStandardMasterBz,厚生労働省,厚生労働省保険局,不定期,
503,その他,その他,176,動物検疫所コード（申請先の動物検疫所のコード）,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an1.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
504,その他,その他,177,用途、数量単位コード,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an67.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
505,その他,その他,178,梱包単位コード,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an8.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
506,その他,その他,179,"州、地域コード
(現在、フランス、ベルギー、ブラジルのみ）",http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an9.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
507,その他,その他,180,動物種類コード,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an10.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
508,その他,その他,181,用途コード(犬等を除く-用途),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an11.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
509,その他,その他,182,用途コード(犬等）,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an12.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
510,その他,その他,183,品種コード(犬等、サル以外の動物),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an15.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
511,その他,その他,184,品種コード(犬等),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an16.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
512,その他,その他,185,品種コード(サル),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an17.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
513,その他,その他,186,狂犬病予防接種の種類コード(犬等),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an19.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
514,その他,その他,187,その他予防接種の種類コード(犬等),http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an20.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
515,その他,その他,188,狂犬病抗体検査機関コード,http://www.maff.go.jp/aqs/tetuzuki/system/other/naccs_an22.xls,xls,NACCS（動物検疫関連業務）で使用する各種コード,http://www.maff.go.jp/aqs/tetuzuki/system/anipas_code.html,農林水産省,農林水産省動物検疫所,不定期,
516,その他,その他,189,届出者等整理コード,非公表,-,化審法（化学物質審査規制法）の届出に使用する整理コード,http://www.meti.go.jp/policy/chemical_management/kasinhou/todoke/index.html,経済産業省,経済産業省製造産業局化学物質管理課化学物質安全室安全管理担当,不定期,
517,その他,その他,190,Fタームテーマコード,https://www.jpo.go.jp/shiryou/s_sonota/xls/themecode/code.xls,xls,特許・実用新案文献を検索するために用いるFIやFターム、国際特許分類(IPC)の説明文やリスト,https://www.jpo.go.jp/shiryou/s_sonota/themecode.htm,経済産業省,特許庁審査第一部調整課検索情報企画班,不定期,
518,その他,その他,191,住所コード及び発注機関コード,http://www.mlit.go.jp/sogoseisaku/region/recycle/fukusanbutsu/koukyoukouji/sysfile/CodeData_Ver9.lzh,lzh,公共工事土量調査入力システムで使用する住所コード及び発注機関コード,http://www.mlit.go.jp/sogoseisaku/region/recycle/fukusanbutsu/koukyoukouji/download.htm#4,国土交通省,国土交通省総合政策局,不定期,
